Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL1401572,,None,311.77,0,3.55,2,CNC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccccc2)n1,IC50,'=',19790,nM,4.7,,,UO_0000065,15.09,0.29,1.15,10.02,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,19.79
CHEMBL3806235,,None,493.84,0,3.87,54,O=C(Nc1cnc(-n2nccn2)c(C(F)(F)F)c1)Nc1cnc2cc(Cl)nn2c1C1CCCO1,IC50,'=',0.094,nM,10.03,,,UO_0000065,20.3,0.4,6.16,8.08,0,CHEMBL3807231,Inhibition of MALT1 (unknown origin) expressed in human Jurkat Clone K22 29Q_H23 cells assessed as IL2 production preincubated for 30 mins followed by PMA stimulation for 5.5 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804826,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307526,,,,0.094
CHEMBL3805576,,None,517.92,1,4.1,27,CC(C)c1c(NC(=O)Nc2cnc(N3CCCS3(=O)=O)c(C(F)(F)F)c2)cnc2cc(Cl)nn12,IC50,'=',0.006,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3807229,Inhibition of MALT1 C domain (329 to 824 residues) (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg-Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by fluorescence lifetime-based microtitre plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804826,1,Scientific Literature,ACS Med Chem Lett,2016,None,,,,0.006
CHEMBL4127519,,None,350.25,0,4.24,13,O=C(Nc1cccc(Cl)c1)C1CCN(c2ncccc2Cl)CC1,IC50,'=',1590,nM,5.8,,,UO_0000065,16.56,0.34,1.56,12.82,0,CHEMBL4122925,Inhibition of cIAP2 fused MALT1 (unknown origin) expressed in HEK293 cells assessed as suppression of NF-kB activation after 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118176,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,1.59
CHEMBL4128008,,None,364.28,0,4.55,19,Cc1ccc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,IC50,'=',3700,nM,5.43,,,UO_0000065,14.91,0.31,0.88,12.01,0,CHEMBL4122925,Inhibition of cIAP2 fused MALT1 (unknown origin) expressed in HEK293 cells assessed as suppression of NF-kB activation after 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118176,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,3.7
CHEMBL4125938,,None,455.91,0,3.7,20,Cc1nc(C)n(-c2ccc(NC(=O)C3CCN(c4ncccc4[N+](=O)[O-])CC3)cc2Cl)n1,IC50,'=',640,nM,6.19,,,UO_0000065,13.59,0.26,2.49,5.2,0,CHEMBL4122925,Inhibition of cIAP2 fused MALT1 (unknown origin) expressed in HEK293 cells assessed as suppression of NF-kB activation after 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118176,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,0.64
CHEMBL4546577,,None,380.27,0,4.25,12,COc1ccc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,IC50,'=',100,nM,7,,,UO_0000065,18.41,0.38,2.75,12.85,0,CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,,0.1
CHEMBL4551225,,None,373.88,0,4.3,25,COc1ccc(NC(=O)C2CCN(c3ncccc3C)C(C)C2)cc1Cl,IC50,'=',50,nM,7.3,,,UO_0000065,19.53,0.38,3,13.41,0,CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,,0.05
CHEMBL4591083,,None,438.75,0,4.75,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4446759,,None,359.86,0,3.91,11,COc1ccc(NC(=O)C2CCN(c3ncccc3C)CC2)cc1Cl,IC50,'=',1050,nM,5.98,,,UO_0000065,16.61,0.33,2.07,10.98,0,CHEMBL4364168,Inhibition of MALT1 protease in human TMD8 cells assessed as reduction in IL6 level incubated for 24 hrs by mesoscale assay kit method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,TMD8,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL4295480,,,,1.05
CHEMBL4551225,,None,373.88,0,4.3,25,COc1ccc(NC(=O)C2CCN(c3ncccc3C)C(C)C2)cc1Cl,IC50,'=',410,nM,6.39,,,UO_0000065,17.08,0.34,2.09,11.73,0,CHEMBL4364169,Inhibition of MALT1 protease in human TMD8 cells assessed as reduction in IL10 level incubated for 24 hrs by mesoscale assay kit method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,TMD8,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL4295480,,,,0.41
CHEMBL4567817,,None,401.92,0,4.81,1,COc1ccc(NC(=O)C2CCN(c3nccc4sccc34)CC2)cc1Cl,IC50,'=',2340,nM,5.63,,,UO_0000065,14.01,0.28,0.82,10.34,0,CHEMBL4364170,Inhibition of MALT1-mediated T cell activation in human Jurkat cells assessed in decrease in PMA/ionomycin-induced IL2 production,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307526,,,,2.34
CHEMBL4551225,,None,373.88,0,4.3,25,COc1ccc(NC(=O)C2CCN(c3ncccc3C)C(C)C2)cc1Cl,IC50,'=',50,nM,7.3,,,UO_0000065,19.53,0.38,3,13.41,0,CHEMBL4364170,Inhibition of MALT1-mediated T cell activation in human Jurkat cells assessed in decrease in PMA/ionomycin-induced IL2 production,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307526,,,,0.05
CHEMBL4748253,,None,448.27,0,3.36,9,CO[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,IC50,'=',6,nM,8.22,,,UO_0000065,18.34,0.37,4.86,6.62,0,CHEMBL4667669,Inhibition of MALT1 (unknown origin) by Glosensor reporter gene assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4665658,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,INHIBITOR,,0.006
CHEMBL4763765,,None,437.89,0,4.61,21,CCOC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2ccccc12,IC50,'=',55,nM,7.26,,,UO_0000065,16.58,0.32,2.65,6.79,0,CHEMBL4667669,Inhibition of MALT1 (unknown origin) by Glosensor reporter gene assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4665658,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,INHIBITOR,,0.055
CHEMBL4740768,,None,423.84,0,4.52,16,O=C(Nc1cnc(-n2nccn2)c(Cl)c1)Nc1cnc2cc(F)ccc2c1C1CC1,IC50,'=',92,nM,7.04,,,UO_0000065,16.6,0.32,2.52,7.21,0,CHEMBL4667669,Inhibition of MALT1 (unknown origin) by Glosensor reporter gene assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4665658,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,INHIBITOR,,0.092
CHEMBL4749854,,None,444.91,0,3.98,50,COC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2sc(C)nc12,IC50,'=',30,nM,7.52,,,UO_0000065,16.91,0.34,3.54,6.28,0,CHEMBL4667669,Inhibition of MALT1 (unknown origin) by Glosensor reporter gene assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4665658,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,INHIBITOR,,0.03
CHEMBL5206064,,None,398.78,0,2.89,28,FC(F)(F)c1nccc(NC[C@H]2C[C@@H](Nc3ccc4nnc(Cl)n4n3)C2)n1,IC50,'=',18000,nM,4.75,,,UO_0000065,11.9,0.24,1.85,5.11,0,CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5143527,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR,,18
CHEMBL3805390,,None,488.34,0,3.8,76,COCC(c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12)C1CC1,IC50,'=',0.006,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3807229,Inhibition of MALT1 C domain (329 to 824 residues) (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg-Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by fluorescence lifetime-based microtitre plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804826,1,Scientific Literature,ACS Med Chem Lett,2016,None,,,,0.006
CHEMBL4534670,,None,676.8,2,-0.04,Z-VRPR-FMK,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NC(CCCNC(=N)N)C(=O)CF,IC50,'=',16,nM,7.8,,,UO_0000065,11.52,0.22,7.84,3.03,0,CHEMBL4373430,Inhibition of full-length human GST-tagged MALT1 isoform A (824 residues) expressed in Escherichia coli using Ac-LRSR-MCA as substrate after 1 hr by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4371094,1,Scientific Literature,J Nat Prod,2019,None,,,,16
CHEMBL4439847,,None,395.89,0,4.75,8,COc1ccc(NC(=O)C2CCN(c3ccc4ccccc4n3)CC2)cc1Cl,IC50,'>',30000,nM,,,,UO_0000065,,,,,0,CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,,30
CHEMBL5272154,,None,385.26,0,3.73,23,N#C/N=C(\N)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',1586,nM,5.8,,,UO_0000065,15.05,0.3,2.07,6.3,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,1.586
CHEMBL4536412,,None,385.9,0,4.08,30,COc1ccc(N2CCC3(CCN(c4ncccc4C)CC3)C2=O)cc1Cl,IC50,'=',11200,nM,4.95,,,UO_0000065,12.83,0.25,0.87,10.84,0,CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,,11.2
CHEMBL3814547,,None,454.84,0,4.16,18,COCCOc1nc(-c2cccc(C(F)(F)F)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,IC50,'=',93000,nM,4.03,,,UO_0000065,8.86,0.18,-0.13,5.15,0,CHEMBL3816058,Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5277558,,None,450.37,1,6.1,9,O=C(CCc1ccccc1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',262,nM,6.58,,,UO_0000065,14.61,0.29,0.48,14.03,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,0.262
CHEMBL5270817,,None,528.47,2,5.04,29,CS(=O)(=O)/N=C(\NCc1ccccc1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',31,nM,7.51,,,UO_0000065,14.21,0.29,2.47,8.5,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,0.031
CHEMBL5278468,,None,529.45,1,4.44,30,CS(=O)(=O)/N=C(\NCc1ccccn1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',34,nM,7.47,,,UO_0000065,14.11,0.29,3.03,7.37,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,0.034
CHEMBL5266044,,None,506.44,1,4.7,39,N/C(=N\S(=O)(=O)c1cccs1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',249,nM,6.6,,,UO_0000065,13.04,0.28,1.9,6.45,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,0.249
CHEMBL5275402,,None,504.4,1,3.37,40,Cn1ccc(S(=O)(=O)/N=C(\N)NCc2cc(-c3ccc(Cl)cc3)n(-c3ccc(Cl)cc3)n2)n1,IC50,'=',510,nM,6.29,,,UO_0000065,12.48,0.26,2.92,5.24,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,0.51
CHEMBL4471723,,None,380.28,0,3.68,38,CNc1ncc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,IC50,'=',1000,nM,6,,,UO_0000065,15.78,0.33,2.32,8.55,0,CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,,1
CHEMBL5207598,,None,387.41,0,4.88,4,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3cnc4ccccc4c3)CC2)n1,IC50,'=',7200,nM,5.14,,,UO_0000065,13.27,0.25,0.26,8.2,0,CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5143527,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR,,7.2
CHEMBL5204871,,None,378.36,0,2.77,9,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nncn4n3)CC2)n1,IC50,'=',35000,nM,4.46,,,UO_0000065,11.78,0.23,1.69,4.8,0,CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5143527,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR,,35
CHEMBL5182946,,None,398.78,0,2.67,24,FC(F)(F)c1nccc(N2CCC(Nc3ccc4nnc(Cl)n4n3)CC2)n1,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5143527,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,,,50
CHEMBL5092340,,None,422.32,1,5.13,14j; F20,O=C(Nc1cc(Cl)cc(Cl)c1)c1sc(=S)n2c1[nH]c(=O)c1ccccc12,IC50,'=',2200,nM,5.66,,,UO_0000065,13.4,0.3,0.53,8.52,0,CHEMBL5033310,Inhibition of N-terminal his-tagged GCN4 leucine zipper fused human MALT1 (340-281 residues) expressed in Escherichia coli using Ac-LVSR-AMC as substrate by HTS assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5032510,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,2.2
CHEMBL4760571,,None,462.3,0,3.41,8,COC[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,IC50,'=',4,nM,8.4,,,UO_0000065,18.17,0.37,4.99,6.76,0,CHEMBL4705922,Inhibition of MALT1 (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg^Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699655,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,INHIBITOR,,0.004
CHEMBL4760571,,None,462.3,0,3.41,8,COC[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,IC50,'=',50,nM,7.3,,,UO_0000065,15.79,0.32,3.89,5.88,0,CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699655,1,Scientific Literature,J Med Chem,2020,None,TIME = 6.0 hr,INHIBITOR,,0.05
CHEMBL4856758,,None,336.78,0,3.42,18,CNC(=O)c1cc(-c2ccc(C#N)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'>',25000,nM,,,,UO_0000065,,,,,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,,,25
CHEMBL4846926,,None,301.73,0,3.15,20,CNC(=O)c1cc(-c2ccco2)n(-c2ccc(Cl)cc2)n1,IC50,'>',25000,nM,,,,UO_0000065,,,,,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,,,25
CHEMBL4562750,,None,373.88,0,4.16,17,CCc1cccnc1N1CCC(C(=O)Nc2ccc(OC)c(Cl)c2)CC1,IC50,'=',830,nM,6.08,,,UO_0000065,16.26,0.32,1.92,11.17,0,CHEMBL4364157,Inhibition of strep-tagged and His-tagged full length MALT1 protease (1 to 824 residues) (unknown origin) expressed in baculovirus infected insect cells using AMC-coupled tetrapeptide LRSR as substrate incubated for 50 mins followed by substrate addition and measured after 4 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,,0.83
CHEMBL4556101,,None,438.75,0,4.75,26,COc1ccc(NC(=O)C2CCN(c3ncccc3Br)C(C)C2)cc1Cl,IC50,'=',250,nM,6.6,,,UO_0000065,15.05,0.35,1.85,12.12,0,CHEMBL4364168,Inhibition of MALT1 protease in human TMD8 cells assessed as reduction in IL6 level incubated for 24 hrs by mesoscale assay kit method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,TMD8,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL4295480,,,,0.25
CHEMBL4556101,,None,438.75,0,4.75,26,COc1ccc(NC(=O)C2CCN(c3ncccc3Br)C(C)C2)cc1Cl,IC50,'=',20,nM,7.7,,,UO_0000065,17.55,0.4,2.95,14.14,0,CHEMBL4364170,Inhibition of MALT1-mediated T cell activation in human Jurkat cells assessed in decrease in PMA/ionomycin-induced IL2 production,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359932,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307526,,,,0.02
